,totalPass,accuratePass,totalLongBalls,accurateLongBalls,duelWon,wasFouled,savedShotsFromInsideTheBox,saves,minutesPlayed,touches,rating,possessionLostCtrl,ratingVersions,player,team,home,away,matchweek,totalCross,accurateCross,aerialLost,duelLost,totalContest,wonContest,ShotOffTarget,totalClearance,outfielderBlock,interceptionWon,totalTackle,challengeLost,fouls,aerialWon,goalAssist,keyPass,dispossessed,ShotOnTarget,goals,blockedScoringAttempt,bigChanceCreated,hitWoodwork,goodHighClaim,punches,totalKeeperSweeper,accurateKeeperSweeper,totalOffside,bigChanceMissed,penaltyConceded,penaltyWon,penaltyMiss,penaltySave,clearanceOffLine,errorLeadToAGoal,errorLeadToAShot,lastManTackle,TotalShots,accuratePass_p90,TotalShots_p90,ShotOnTarget_p90
0,22.0,14.0,11.0,3.0,1.0,1.0,1.0,3.0,90.0,30.0,7.1,8.0,"{'original': 7.1, 'alternative': 7.3}",Federico Lanzillota,aucas,aucas,orense,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
1,43.0,37.0,6.0,4.0,5.0,3.0,0.0,0.0,90.0,73.0,7.8,9.0,"{'original': 7.8, 'alternative': 7.8}",Juan Gonzalez,aucas,aucas,orense,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,1.0,0.0
2,61.0,51.0,16.0,9.0,2.0,0.0,0.0,0.0,90.0,74.0,7.4,10.0,"{'original': 7.4, 'alternative': 7.3}",Jhon Ontaneda,aucas,aucas,orense,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0
3,37.0,31.0,8.0,5.0,2.0,0.0,0.0,0.0,90.0,42.0,6.7,7.0,"{'original': 6.7, 'alternative': 6.8}",Byron Carabalí,aucas,aucas,orense,1,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
4,29.0,24.0,8.0,4.0,2.0,0.0,0.0,0.0,90.0,46.0,7.6,9.0,"{'original': 7.6, 'alternative': 7.7}",Jonnathan Mina,aucas,aucas,orense,1,6.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,0.0
5,42.0,36.0,6.0,4.0,2.0,0.0,0.0,0.0,90.0,51.0,6.8,9.0,"{'original': 6.8, 'alternative': 6.6}",Edison Vega,aucas,aucas,orense,1,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,1.0,0.0
6,21.0,16.0,1.0,0.0,3.0,3.0,0.0,0.0,90.0,44.0,6.7,19.0,"{'original': 6.7, 'alternative': 6.5}",Luis Cano,aucas,aucas,orense,1,10.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,1.0
7,43.0,37.0,5.0,4.0,1.0,0.0,0.0,0.0,89.0,62.0,7.0,17.0,"{'original': 7, 'alternative': 6.6}",Angelo Mina,aucas,aucas,orense,1,1.0,0.0,1.0,9.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.41573033707866,1.0112359550561798,1.0112359550561798
8,28.0,26.0,4.0,3.0,2.0,0.0,0.0,0.0,73.0,34.0,6.8,3.0,"{'original': 6.8, 'alternative': 6.5}",Renny Jaramillo,aucas,aucas,orense,1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.054794520547944,0.0,0.0
9,12.0,10.0,2.0,2.0,3.0,1.0,0.0,0.0,85.0,31.0,7.0,11.0,"{'original': 7, 'alternative': 6.9}",Ronald Briones,aucas,aucas,orense,1,2.0,1.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.588235294117647,0.0,0.0
10,17.0,15.0,4.0,3.0,3.0,2.0,0.0,0.0,85.0,33.0,7.9,10.0,"{'original': 7.9, 'alternative': 7.7}",Jeison Medina,aucas,aucas,orense,1,0.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.882352941176471,4.235294117647059,1.0588235294117647
11,12.0,9.0,3.0,2.0,2.0,1.0,0.0,0.0,17.0,18.0,6.8,4.0,"{'original': 6.8, 'alternative': 6.8}",Michael Carcelén,aucas,aucas,orense,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.64705882352941,0.0,0.0
12,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.5,0.0,"{'original': 6.5, 'alternative': 6.5}",Hancel Batalla,aucas,aucas,orense,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
13,4.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,9.0,6.0,6.6,2.0,"{'original': 6.6, 'alternative': 6.6}",Jean Carlos Blanco,aucas,aucas,orense,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,Cristian Tobar,aucas,aucas,orense,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Edson Resendez,aucas,aucas,orense,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Diego Espinosa,aucas,aucas,orense,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Bismar Castro,aucas,aucas,orense,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Mario Sanabria,aucas,aucas,orense,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Jordán Mohor,aucas,aucas,orense,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Adolfo Muñoz,aucas,aucas,orense,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Asamoa Caicedo,aucas,aucas,orense,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,28.0,21.0,11.0,4.0,0.0,0.0,1.0,1.0,90.0,40.0,6.7,9.0,"{'original': 6.7, 'alternative': 6.5}",Rolando David Silva,orense,aucas,orense,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
23,32.0,23.0,7.0,3.0,3.0,1.0,0.0,0.0,90.0,48.0,6.5,10.0,"{'original': 6.5, 'alternative': 6.5}",Pedro Velasco,orense,aucas,orense,1,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
24,33.0,31.0,5.0,5.0,6.0,1.0,0.0,0.0,90.0,43.0,7.0,2.0,"{'original': 7, 'alternative': 7.1}",Gabriel Achilier,orense,aucas,orense,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
25,44.0,34.0,8.0,2.0,4.0,0.0,0.0,0.0,90.0,56.0,6.5,11.0,"{'original': 6.5, 'alternative': 6.5}",Nicolas Del Grecco,orense,aucas,orense,1,0.0,0.0,3.0,4.0,1.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0
26,25.0,20.0,6.0,3.0,2.0,0.0,0.0,0.0,79.0,47.0,6.6,12.0,"{'original': 6.6, 'alternative': 6.6}",Jose Luis Monaga Quinonez,orense,aucas,orense,1,4.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.78481012658228,1.139240506329114,0.0
27,13.0,10.0,1.0,1.0,4.0,0.0,0.0,0.0,63.0,20.0,6.8,4.0,"{'original': 6.8, 'alternative': 6.9}",Erick Plúas,orense,aucas,orense,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0
28,49.0,39.0,2.0,1.0,3.0,2.0,0.0,0.0,90.0,58.0,6.5,12.0,"{'original': 6.5, 'alternative': 6.4}",Emiliano Sosa,orense,aucas,orense,1,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0
29,23.0,15.0,1.0,1.0,6.0,0.0,0.0,0.0,56.0,33.0,6.7,13.0,"{'original': 6.7, 'alternative': 6.6}",Cristian Barros,orense,aucas,orense,1,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.107142857142858,0.0,0.0
30,16.0,14.0,1.0,1.0,3.0,1.0,0.0,0.0,56.0,28.0,6.6,7.0,"{'original': 6.6, 'alternative': 6.5}",Marcelo Eggel,orense,aucas,orense,1,2.0,0.0,1.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.5,3.214285714285714,1.607142857142857
31,20.0,14.0,2.0,1.0,6.0,2.0,0.0,0.0,90.0,34.0,7.4,11.0,"{'original': 7.4, 'alternative': 7.2}",Walter Agustin Herrera,orense,aucas,orense,1,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,1.0
32,18.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,79.0,27.0,6.7,6.0,"{'original': 6.7, 'alternative': 6.6}",Robert Burbano,orense,aucas,orense,1,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.949367088607595,1.139240506329114,0.0
33,24.0,18.0,7.0,5.0,2.0,1.0,0.0,0.0,34.0,33.0,7.1,10.0,"{'original': 7.1, 'alternative': 7.1}",Richard Calderón,orense,aucas,orense,1,5.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,47.64705882352941,5.294117647058823,0.0
34,7.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,34.0,13.0,6.8,4.0,"{'original': 6.8, 'alternative': 6.7}",Agustin Maziero,orense,aucas,orense,1,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.23529411764706,2.6470588235294117,2.6470588235294117
35,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,27.0,9.0,6.6,3.0,"{'original': 6.6, 'alternative': 6.6}",Dany Coronel,orense,aucas,orense,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666666,0.0,0.0
36,13.0,9.0,2.0,1.0,4.0,1.0,0.0,0.0,11.0,20.0,6.9,4.0,"{'original': 6.9, 'alternative': 7.1}",Bryan Elian Vinan Rodriguez,orense,aucas,orense,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.63636363636364,0.0,0.0
37,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,6.3,5.0,"{'original': 6.3, 'alternative': 6.3}",Ariel Suarez,orense,aucas,orense,1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.72727272727273,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,José Cárdenas,orense,aucas,orense,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Marlon Quiñónez,orense,aucas,orense,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Santiago Kubiszyn,orense,aucas,orense,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Sergio Vasquez,orense,aucas,orense,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Erick Zambrano,orense,aucas,orense,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Bryan Quinonez,orense,aucas,orense,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,32.0,27.0,8.0,3.0,1.0,0.0,1.0,5.0,90.0,40.0,7.7,5.0,"{'original': 7.7, 'alternative': 7.9}",Javier Burrai,barcelona,barcelona,imbabura,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
45,22.0,14.0,5.0,0.0,3.0,1.0,0.0,0.0,90.0,45.0,7.5,12.0,"{'original': 7.5, 'alternative': 7.4}",William Vargas,barcelona,barcelona,imbabura,1,4.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
46,34.0,29.0,8.0,6.0,3.0,0.0,0.0,0.0,90.0,41.0,7.0,6.0,"{'original': 7, 'alternative': 7}",Carlos Rodríguez,barcelona,barcelona,imbabura,1,0.0,0.0,2.0,6.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.000000000000004,0.0,0.0
47,55.0,44.0,9.0,6.0,5.0,0.0,0.0,0.0,90.0,63.0,7.4,14.0,"{'original': 7.4, 'alternative': 7.2}",Luca Sosa,barcelona,barcelona,imbabura,1,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0
48,28.0,22.0,1.0,0.0,2.0,0.0,0.0,0.0,90.0,48.0,7.2,12.0,"{'original': 7.2, 'alternative': 7.1}",Anibal Chalá,barcelona,barcelona,imbabura,1,6.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
49,39.0,36.0,5.0,5.0,12.0,5.0,0.0,0.0,90.0,65.0,8.2,5.0,"{'original': 8.2, 'alternative': 8.2}",Leonai Souza de Almeida,barcelona,barcelona,imbabura,1,1.0,1.0,0.0,7.0,1.0,1.0,2.0,1.0,0.0,3.0,6.0,2.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,2.0,0.0
50,46.0,40.0,1.0,1.0,3.0,1.0,0.0,0.0,79.0,55.0,7.5,8.0,"{'original': 7.5, 'alternative': 7.3}",Jesús Trindade,barcelona,barcelona,imbabura,1,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.56962025316456,0.0,0.0
51,14.0,9.0,0.0,0.0,5.0,3.0,0.0,0.0,88.0,32.0,7.2,16.0,"{'original': 7.2, 'alternative': 6.9}",Janner Corozo,barcelona,barcelona,imbabura,1,2.0,0.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.204545454545455,1.0227272727272727,1.0227272727272727
52,36.0,28.0,6.0,4.0,4.0,1.0,0.0,0.0,74.0,61.0,7.6,19.0,"{'original': 7.6, 'alternative': 7.3}",Damián Díaz,barcelona,barcelona,imbabura,1,8.0,3.0,0.0,6.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.054054054054056,3.6486486486486487,1.2162162162162162
