,home,away,team,matchweek,player,shot_type,situation,player_coordinates_x,player_coordinates_y,player_coordinates_z,body_part,goal_mouth_location,goal_mouth_coordinates_x,goal_mouth_coordinates_y,goal_mouth_coordinates_z,id,time,time_seconds,draw_start_x,draw_start_y,draw_end_x,draw_end_y,draw_goal_x,draw_goal_y,reversed_period_time,reversed_period_time_seconds,incident_type,block_coordinates_x,block_coordinates_y,block_coordinates_z,draw_block_x,draw_block_y,goal_type,added_time
539,orense,emelec,orense,5,Richard Calderón,block,free-kick,22.5,72.4,0,right-foot,low-centre,0,48.7,19.0,2633518,29,1695,72.4,22.5,51.3,0,51.3,81.0,17,1005,shot,11.9,62.5,0.0,62.5,11.9,0,0.0
540,orense,emelec,emelec,5,Romario Caicedo,save,assisted,16.9,63.4,0,left-foot,low-left,0,52.2,7.6,2633517,27,1565,63.4,16.9,47.8,0,47.8,92.4,19,1135,shot,1.1,51.8,0.0,51.8,1.1,0,0.0
541,orense,emelec,orense,5,Richard Calderón,save,free-kick,27.7,19.3,0,right-foot,low-centre,0,50.6,14.6,2633515,17,1012,19.3,27.7,49.4,0,49.4,85.4,29,1688,shot,2.3,47.5,0.0,47.5,2.3,0,0.0
542,orense,emelec,orense,5,Richard Calderón,miss,free-kick,28.5,9.0,0,right-foot,high,0,48.1,79.2,2633564,15,872,9.0,28.5,51.9,0,51.9,20.8,31,1828,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
543,orense,emelec,emelec,5,Facundo Castelli,goal,assisted,10.2,37.9,0,right-foot,low-right,0,48.0,19.6,2633511,12,665,37.9,10.2,52.0,0,52.0,80.4,34,2035,shot,0.0,0.0,0.0,0.0,0.0,regular,0.0
544,orense,emelec,emelec,5,Juan Ruiz Gómez,block,regular,10.3,57.4,0,right-foot,low-right,0,47.2,19.0,2633514,11,659,57.4,10.3,52.8,0,52.8,81.0,35,2041,shot,7.1,56.0,0.0,56.0,7.1,0,0.0
545,orense,emelec,emelec,5,Facundo Castelli,save,assisted,9.9,37.6,0,left-foot,low-centre,0,51.2,12.7,2633512,11,658,37.6,9.9,48.8,0,48.8,87.3,35,2042,shot,1.0,48.0,0.0,48.0,1.0,0,0.0
546,orense,emelec,orense,5,Pedro Velasco,miss,set-piece,10.7,66.2,0,head,high-right,0,39.3,62.5,2633510,7,363,66.2,10.7,60.7,0,60.7,37.5,39,2337,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
547,tecnico,macara,macara,5,Ronaldo Lora,miss,assisted,36.8,68.4,0,right-foot,left,0,63.0,8.3,2629921,90,5579,68.4,36.8,37.0,0,37.0,91.7,1,721,shot,0.0,0.0,0.0,0.0,0.0,0,3.0
548,tecnico,macara,tecnico,5,Willian Cevallos,miss,assisted,33.7,54.5,0,right-foot,close-left,0,57.8,18.1,2629928,90,5521,54.5,33.7,42.2,0,42.2,81.9,1,779,shot,0.0,0.0,0.0,0.0,0.0,0,3.0
549,tecnico,macara,macara,5,Facundo Pons,miss,corner,12.9,51.5,0,right-foot,close-right,0,42.4,18.1,2629917,87,5208,51.5,12.9,57.6,0,57.6,81.9,4,192,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
550,tecnico,macara,macara,5,Jorge Valdez,miss,regular,19.9,61.2,0,right-foot,close-high-right,0,41.7,50.0,2629910,85,5053,61.2,19.9,58.3,0,58.3,50.0,6,347,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
551,tecnico,macara,macara,5,Facundo Pons,miss,assisted,7.8,35.5,0,right-foot,close-left,0,57.8,15.3,2629909,83,4979,35.5,7.8,42.2,0,42.2,84.7,8,421,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
552,tecnico,macara,macara,5,Miguel Perea,miss,regular,30.5,24.6,0,left-foot,close-left,0,57.5,18.1,2629926,81,4805,24.6,30.5,42.5,0,42.5,81.9,10,595,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
553,tecnico,macara,tecnico,5,Edison Caicedo,save,assisted,35.6,52.2,0,right-foot,low-centre,0,51.0,15.2,2629905,76,4555,52.2,35.6,49.0,0,49.0,84.8,15,845,shot,1.5,49.6,0.0,49.6,1.5,0,0.0
554,tecnico,macara,macara,5,Jorge Valdez,miss,assisted,12.4,52.8,0,left-foot,right,0,39.0,26.4,2629904,74,4380,52.8,12.4,61.0,0,61.0,73.6,17,1020,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
555,tecnico,macara,macara,5,Daniel Porozo,miss,corner,6.8,50.0,0,left-foot,close-left,0,59.2,11.1,2629900,71,4208,50.0,6.8,40.8,0,40.8,88.9,20,1192,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
556,tecnico,macara,tecnico,5,Willian Cevallos,miss,assisted,10.2,21.9,0,right-foot,high-right,0,37.5,43.1,2629898,69,4138,21.9,10.2,62.5,0,62.5,56.9,22,1262,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
557,tecnico,macara,tecnico,5,Diego Armas,goal,penalty,11.5,50.0,0,right-foot,low-centre,0,51.5,15.8,2629896,63,3779,50.0,11.5,48.5,0,48.5,84.2,28,1621,shot,0.0,0.0,0.0,0.0,0.0,penalty,0.0
558,tecnico,macara,macara,5,Janpol Morales,save,regular,46.8,32.7,0,right-foot,low-left,0,53.5,16.5,2629940,56,3350,32.7,46.8,46.5,0,46.5,83.5,35,2050,shot,2.2,47.7,0.0,47.7,2.2,0,0.0
559,tecnico,macara,tecnico,5,Diego Armas,block,regular,23.2,63.4,0,right-foot,low-centre,0,49.7,19.0,2629875,52,3082,63.4,23.2,50.3,0,50.3,81.0,39,2318,shot,11.6,56.9,0.0,56.9,11.6,0,0.0
560,tecnico,macara,macara,5,Freddy Mina,miss,assisted,15.3,58.6,0,head,close-left,0,58.7,12.5,2629864,46,2723,58.6,15.3,41.3,0,41.3,87.5,45,2677,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
561,tecnico,macara,tecnico,5,Milton Maciel,miss,free-kick,32.5,63.4,0,left-foot,close-right,0,41.2,18.1,2629836,43,2522,63.4,32.5,58.8,0,58.8,81.9,3,178,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
562,tecnico,macara,macara,5,Glendys Mina,miss,assisted,24.8,37.4,0,left-foot,high,0,54.5,72.2,2629830,39,2285,37.4,24.8,45.5,0,45.5,27.8,7,415,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
563,tecnico,macara,macara,5,Leonel Álvarez,save,free-kick,22.6,28.0,0,right-foot,high-centre,0,50.3,31.0,2629824,37,2172,28.0,22.6,49.7,0,49.7,69.0,9,528,shot,1.2,48.9,0.0,48.9,1.2,0,0.0
564,tecnico,macara,macara,5,Freddy Mina,save,assisted,8.3,46.6,0,left-foot,low-centre,0,50.1,7.6,2629823,34,2030,46.6,8.3,49.9,0,49.9,92.4,12,670,shot,2.8,46.8,0.0,46.8,2.8,0,0.0
565,tecnico,macara,macara,5,Freddy Mina,block,free-kick,32.9,53.8,0,right-foot,low-centre,0,49.4,19.0,2629829,28,1637,53.8,32.9,50.6,0,50.6,81.0,18,1063,shot,21.6,52.7,0.0,52.7,21.6,0,0.0
566,tecnico,macara,macara,5,Daniel Porozo,save,regular,10.5,50.7,0,right-foot,low-centre,0,50.6,5.7,2629780,27,1585,50.7,10.5,49.4,0,49.4,94.3,19,1115,shot,3.1,51.3,0.0,51.3,3.1,0,0.0
567,tecnico,macara,tecnico,5,Milton Maciel,save,regular,7.0,70.5,0,left-foot,low-centre,0,48.7,10.8,2629771,26,1521,70.5,7.0,51.3,0,51.3,89.2,20,1179,shot,1.6,50.7,0.0,50.7,1.6,0,0.0
568,tecnico,macara,macara,5,Janpol Morales,block,regular,13.3,31.6,0,right-foot,low-centre,0,51.6,19.0,2629814,25,1466,31.6,13.3,48.4,0,48.4,81.0,21,1234,shot,10.6,35.0,0.0,35.0,10.6,0,0.0
569,tecnico,macara,tecnico,5,Carlos Arboleda,miss,free-kick,25.7,43.0,0,left-foot,close-high-right,0,41.7,59.7,2629762,23,1336,43.0,25.7,58.3,0,58.3,40.3,23,1364,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
570,tecnico,macara,macara,5,Freddy Mina,miss,free-kick,21.6,67.9,0,right-foot,high-right,0,41.8,62.5,2629759,20,1176,67.9,21.6,58.2,0,58.2,37.5,26,1524,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
571,tecnico,macara,macara,5,Facundo Pons,goal,penalty,11.5,50.0,0,right-foot,high-right,0,45.9,20.3,2629754,14,806,50.0,11.5,54.1,0,54.1,79.7,32,1894,shot,0.0,0.0,0.0,0.0,0.0,penalty,0.0
572,tecnico,macara,macara,5,Leonel Álvarez,post,assisted,24.2,33.3,0,right-foot,left,0,55.3,17.7,2629749,10,567,33.3,24.2,44.7,0,44.7,82.3,36,2133,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
573,tecnico,macara,tecnico,5,Rodrigo Ruiz Díaz,miss,assisted,30.9,37.6,0,right-foot,left,0,60.2,20.8,2629748,9,515,37.6,30.9,39.8,0,39.8,79.2,37,2185,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
574,tecnico,macara,tecnico,5,Carlos Arboleda,miss,set-piece,25.2,41.3,0,left-foot,close-high-left,0,57.5,52.8,2629744,7,383,41.3,25.2,42.5,0,42.5,47.2,39,2317,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
