,home,away,team,matchweek,player,shot_type,situation,player_coordinates_x,player_coordinates_y,player_coordinates_z,body_part,goal_mouth_location,goal_mouth_coordinates_x,goal_mouth_coordinates_y,goal_mouth_coordinates_z,id,time,time_seconds,draw_start_x,draw_start_y,draw_end_x,draw_end_y,draw_goal_x,draw_goal_y,reversed_period_time,reversed_period_time_seconds,incident_type,block_coordinates_x,block_coordinates_y,block_coordinates_z,draw_block_x,draw_block_y,goal_type,added_time
430,delfin,libertad,libertad,5,Lautaro Disanto,miss,fast-break,17.0,66.2,0,right-foot,close-high,0,47.2,59.7,2633351,18,1034,66.2,17.0,52.8,0,52.8,40.3,28,1666,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
431,delfin,libertad,delfin,5,Mariano Miño,block,assisted,27.7,56.5,0,right-foot,low-centre,0,50.8,19.0,2633350,17,965,56.5,27.7,49.2,0,49.2,81.0,29,1735,shot,20.2,54.5,0.0,54.5,20.2,0,0.0
432,delfin,libertad,libertad,5,Leandro Basan,save,assisted,7.0,59.4,0,head,high-centre,0,50.9,26.6,2633343,12,702,59.4,7.0,49.1,0,49.1,73.4,34,1998,shot,1.5,52.2,0.0,52.2,1.5,0,0.0
433,delfin,libertad,delfin,5,Horacio Tijanovich,miss,fast-break,19.9,36.1,0,right-foot,close-high,0,48.1,54.2,2633340,7,404,36.1,19.9,51.9,0,51.9,45.8,39,2296,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
434,delfin,libertad,delfin,5,Jose Enrique Angulo,save,assisted,13.9,53.0,0,right-foot,low-centre,0,51.0,10.1,2633313,6,325,53.0,13.9,49.0,0,49.0,89.9,40,2375,shot,2.4,51.1,0.0,51.1,2.4,0,0.0
435,imbabura,cumbaya,cumbaya,5,Melvin Diaz,block,corner,13.1,52.7,0,left-foot,low-centre,0,51.7,19.0,2626092,90,5772,52.7,13.1,48.3,0,48.3,81.0,1,528,shot,7.2,50.7,0.0,50.7,7.2,0,7.0
436,imbabura,cumbaya,cumbaya,5,Maikel Valencia,block,assisted,21.3,45.1,0,right-foot,low-centre,0,50.9,19.0,2626087,90,5675,45.1,21.3,49.1,0,49.1,81.0,1,625,shot,14.4,46.4,0.0,46.4,14.4,0,5.0
437,imbabura,cumbaya,cumbaya,5,Maikel Valencia,miss,free-kick,25.4,35.5,0,right-foot,high,0,51.8,72.2,2626077,88,5239,35.5,25.4,48.2,0,48.2,27.8,3,161,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
438,imbabura,cumbaya,cumbaya,5,Maikel Valencia,miss,corner,11.9,26.2,0,right-foot,close-right,0,42.2,19.4,2626074,82,4895,26.2,11.9,57.8,0,57.8,80.6,9,505,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
439,imbabura,cumbaya,imbabura,5,Danny Burbano,save,regular,19.7,35.8,0,right-foot,low-left,0,52.2,19.6,2626073,80,4789,35.8,19.7,47.8,0,47.8,80.4,11,611,shot,1.1,49.3,0.0,49.3,1.1,0,0.0
440,imbabura,cumbaya,cumbaya,5,Melvin Diaz,miss,assisted,30.0,60.6,0,left-foot,high-left,0,59.2,62.5,2626066,76,4533,60.6,30.0,40.8,0,40.8,37.5,15,867,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
441,imbabura,cumbaya,imbabura,5,Óscar Pepinos,miss,assisted,19.5,21.5,0,left-foot,high-left,0,58.5,63.9,2626030,72,4286,21.5,19.5,41.5,0,41.5,36.1,19,1114,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
442,imbabura,cumbaya,cumbaya,5,Melvin Diaz,block,assisted,18.9,71.1,0,left-foot,low-centre,0,48.4,19.0,2626023,65,3867,71.1,18.9,51.6,0,51.6,81.0,26,1533,shot,16.3,68.4,0.0,68.4,16.3,0,0.0
443,imbabura,cumbaya,imbabura,5,Federico Paz,save,corner,21.6,59.6,0,right-foot,low-centre,0,51.3,19.0,2625990,56,3300,59.6,21.6,48.7,0,48.7,81.0,35,2100,shot,2.2,51.8,0.0,51.8,2.2,0,0.0
444,imbabura,cumbaya,imbabura,5,Leandro Pantoja,save,free-kick,32.8,62.5,0,right-foot,high-left,0,54.2,22.8,2625986,55,3269,62.5,32.8,45.8,0,45.8,77.2,36,2131,shot,1.8,51.3,0.0,51.3,1.8,0,0.0
445,imbabura,cumbaya,cumbaya,5,Ariel Almagro,miss,assisted,24.8,72.7,0,left-foot,high-left,0,58.8,79.2,2626022,48,2870,72.7,24.8,41.2,0,41.2,20.8,43,2530,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
446,imbabura,cumbaya,cumbaya,5,Franco Suárez,miss,regular,8.4,37.4,0,left-foot,high-left,0,56.8,80.6,2625891,45,2922,37.4,8.4,43.2,0,43.2,19.4,1,2478,shot,0.0,0.0,0.0,0.0,0.0,0,4.0
447,imbabura,cumbaya,imbabura,5,Leonar Espinoza,miss,set-piece,30.2,58.9,0,right-foot,left,0,69.4,37.5,2625887,45,2885,58.9,30.2,30.6,0,30.6,62.5,1,2515,shot,0.0,0.0,0.0,0.0,0.0,0,4.0
448,imbabura,cumbaya,imbabura,5,Leandro Pantoja,block,free-kick,20.7,32.7,0,right-foot,low-centre,0,50.6,19.0,2625881,45,2876,32.7,20.7,49.4,0,49.4,81.0,1,2524,shot,11.1,40.4,0.0,40.4,11.1,0,3.0
449,imbabura,cumbaya,imbabura,5,Leonar Espinoza,miss,assisted,19.9,68.8,0,left-foot,high-left,0,59.8,55.6,2625873,43,2535,68.8,19.9,40.2,0,40.2,44.4,3,165,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
450,imbabura,cumbaya,cumbaya,5,Alejandro Altuna,miss,assisted,27.7,54.5,0,right-foot,high,0,46.1,62.5,2625872,41,2422,54.5,27.7,53.9,0,53.9,37.5,5,278,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
451,imbabura,cumbaya,imbabura,5,Jonathan Benítez,save,set-piece,10.1,43.0,0,head,low-centre,0,51.3,17.7,2625880,40,2359,43.0,10.1,48.7,0,48.7,82.3,6,341,shot,1.6,48.7,0.0,48.7,1.6,0,0.0
452,imbabura,cumbaya,cumbaya,5,Luis Caicedo,save,assisted,11.5,47.9,0,head,low-left,0,53.6,18.4,2625870,37,2169,47.9,11.5,46.4,0,46.4,81.6,9,531,shot,1.4,49.3,0.0,49.3,1.4,0,0.0
453,imbabura,cumbaya,cumbaya,5,Luis Gustavino,miss,assisted,35.0,64.3,0,right-foot,high,0,51.4,72.2,2625862,33,1930,64.3,35.0,48.6,0,48.6,27.8,13,770,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
454,imbabura,cumbaya,cumbaya,5,Juan Carlos Paredes,block,assisted,29.7,44.2,0,right-foot,low-centre,0,48.3,19.0,2625860,32,1919,44.2,29.7,51.7,0,51.7,81.0,14,781,shot,16.7,47.5,0.0,47.5,16.7,0,0.0
455,imbabura,cumbaya,cumbaya,5,Augusto Magoia,block,assisted,24.6,30.1,0,right-foot,low-centre,0,50.8,19.0,2625857,26,1530,30.1,24.6,49.2,0,49.2,81.0,20,1170,shot,20.6,33.2,0.0,33.2,20.6,0,0.0
456,imbabura,cumbaya,cumbaya,5,Fernando Delgado,miss,regular,29.1,82.7,0,right-foot,high-left,0,63.2,59.7,2625842,19,1096,82.7,29.1,36.8,0,36.8,40.3,27,1604,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
457,imbabura,cumbaya,cumbaya,5,Juan Carlos Paredes,block,assisted,31.8,50.9,0,right-foot,low-centre,0,49.1,12.5,2625825,14,834,50.9,31.8,50.9,0,50.9,87.5,32,1866,shot,17.9,50.9,0.0,50.9,17.9,0,0.0
458,imbabura,cumbaya,cumbaya,5,Melvin Diaz,block,free-kick,26.7,66.0,0,left-foot,low-right,0,48.2,19.0,2625819,13,756,66.0,26.7,51.8,0,51.8,81.0,33,1944,shot,18.0,61.4,0.0,61.4,18.0,0,0.0
459,imbabura,cumbaya,cumbaya,5,Melvin Diaz,block,assisted,25.3,64.1,0,right-foot,low-right,0,47.6,19.0,2625818,12,689,64.1,25.3,52.4,0,52.4,81.0,34,2011,shot,18.2,60.8,0.0,60.8,18.2,0,0.0
460,imbabura,cumbaya,imbabura,5,Leonar Espinoza,save,assisted,9.4,52.4,0,left-foot,low-centre,0,49.9,9.5,2625804,3,123,52.4,9.4,50.1,0,50.1,90.5,43,2577,shot,2.2,51.4,0.0,51.4,2.2,0,0.0
461,imbabura,cumbaya,imbabura,5,Federico Paz,save,assisted,9.4,28.5,0,right-foot,low-centre,0,50.9,14.6,2625803,3,121,28.5,9.4,49.1,0,49.1,85.4,43,2579,shot,1.2,47.1,0.0,47.1,1.2,0,0.0
462,independiente,aucas,independiente,5,Renzo López,block,throw-in-set-piece,13.6,47.3,0,right-foot,low-centre,0,50.5,19.0,2630180,90,5761,47.3,13.6,49.5,0,49.5,81.0,1,539,shot,7.1,48.4,0.0,48.4,7.1,0,7.0
463,independiente,aucas,aucas,5,Carlos Rolón,goal,set-piece,7.7,45.0,0,head,low-right,0,47.7,19.0,2630162,86,5130,45.0,7.7,52.3,0,52.3,81.0,5,270,shot,0.0,0.0,0.0,0.0,0.0,regular,0.0
464,independiente,aucas,aucas,5,Jean Carlos Blanco,miss,throw-in-set-piece,11.9,33.1,0,right-foot,close-left,0,58.7,25.0,2630165,84,5006,33.1,11.9,41.3,0,41.3,75.0,7,394,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
465,independiente,aucas,aucas,5,Ronald Briones,save,assisted,8.6,41.4,0,right-foot,low-centre,0,51.3,7.0,2630153,77,4564,41.4,8.6,48.7,0,48.7,93.0,14,836,shot,1.1,49.1,0.0,49.1,1.1,0,0.0
466,independiente,aucas,independiente,5,Beder Caicedo,miss,regular,13.7,33.5,0,left-foot,close-left,0,59.0,29.2,2630147,70,4145,33.5,13.7,41.0,0,41.0,70.8,21,1255,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
467,independiente,aucas,independiente,5,Renzo López,miss,assisted,11.4,46.1,0,right-foot,high,0,52.8,62.5,2630145,67,4018,46.1,11.4,47.2,0,47.2,37.5,24,1382,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
468,independiente,aucas,aucas,5,Juan Gonzalez,miss,assisted,21.4,66.6,0,left-foot,high-left,0,71.4,40.3,2630141,63,3727,66.6,21.4,28.6,0,28.6,59.7,28,1673,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
469,independiente,aucas,independiente,5,Renzo López,block,assisted,19.6,47.6,0,right-foot,low-left,0,52.1,19.0,2630139,61,3634,47.6,19.6,47.9,0,47.9,81.0,30,1766,shot,15.8,47.7,0.0,47.7,15.8,0,0.0
470,independiente,aucas,independiente,5,Michael Hoyos,goal,assisted,12.6,52.0,0,right-foot,high-centre,0,50.6,30.4,2630135,57,3388,52.0,12.6,49.4,0,49.4,69.6,34,2012,shot,0.0,0.0,0.0,0.0,0.0,regular,0.0
471,independiente,aucas,independiente,5,Cristian Zabala,block,assisted,10.2,35.4,0,left-foot,low-left,0,52.0,19.0,2630134,53,3179,35.4,10.2,48.0,0,48.0,81.0,38,2221,shot,5.4,41.3,0.0,41.3,5.4,0,0.0
472,independiente,aucas,aucas,5,Michael Carcelén,save,assisted,31.7,44.3,0,right-foot,high-centre,0,49.8,31.0,2630133,49,2909,44.3,31.7,50.2,0,50.2,69.0,42,2491,shot,2.9,49.1,0.0,49.1,2.9,0,0.0
473,independiente,aucas,independiente,5,Cristian Zabala,miss,assisted,28.5,46.0,0,right-foot,close-high-right,0,41.2,52.8,2630132,48,2822,46.0,28.5,58.8,0,58.8,47.2,43,2578,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
474,independiente,aucas,independiente,5,Junior Sornoza,save,free-kick,32.8,58.7,0,right-foot,high-centre,0,51.1,26.6,2630080,45,2862,58.7,32.8,48.9,0,48.9,73.4,1,2538,shot,1.8,50.9,0.0,50.9,1.8,0,3.0
475,independiente,aucas,independiente,5,Michael Hoyos,miss,assisted,14.0,56.0,0,right-foot,close-high,0,45.0,56.9,2630079,45,2731,56.0,14.0,55.0,0,55.0,43.1,1,2669,shot,0.0,0.0,0.0,0.0,0.0,0,1.0
476,independiente,aucas,independiente,5,Yaimar Medina,miss,assisted,5.0,51.5,0,right-foot,close-right,0,41.2,4.2,2630078,42,2499,51.5,5.0,58.8,0,58.8,95.8,4,201,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
477,independiente,aucas,independiente,5,Alexander Bolaños,miss,assisted,12.1,56.2,0,left-foot,right,0,37.5,19.4,2630068,41,2404,56.2,12.1,62.5,0,62.5,80.6,5,296,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
478,independiente,aucas,aucas,5,Michael Carcelén,save,assisted,27.2,47.9,0,left-foot,low-centre,0,50.6,9.5,2630065,37,2213,47.9,27.2,49.4,0,49.4,90.5,9,487,shot,4.8,49.8,0.0,49.8,4.8,0,0.0
479,independiente,aucas,aucas,5,Michael Carcelén,save,assisted,10.1,75.3,0,right-foot,low-right,0,45.8,6.3,2630067,36,2150,75.3,10.1,54.2,0,54.2,93.7,10,550,shot,1.0,55.4,0.0,55.4,1.0,0,0.0
480,independiente,aucas,independiente,5,Alexander Bolaños,miss,assisted,14.6,69.0,0,right-foot,close-right,0,43.0,16.7,2630056,31,1819,69.0,14.6,57.0,0,57.0,83.3,15,881,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
481,independiente,aucas,independiente,5,Michael Hoyos,miss,assisted,8.0,44.8,0,right-foot,close-left,0,58.0,19.4,2630055,30,1756,44.8,8.0,42.0,0,42.0,80.6,16,944,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
482,independiente,aucas,aucas,5,Jeison Medina,miss,set-piece,12.4,45.0,0,head,close-high-left,0,57.1,44.4,2630130,29,1728,45.0,12.4,42.9,0,42.9,55.6,17,972,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
483,independiente,aucas,independiente,5,Yaimar Medina,save,assisted,10.0,32.8,0,left-foot,low-right,0,47.6,10.1,2630050,26,1513,32.8,10.0,52.4,0,52.4,89.9,20,1187,shot,1.5,47.5,0.0,47.5,1.5,0,0.0
484,independiente,aucas,independiente,5,Alexander Bolaños,miss,assisted,11.6,57.6,0,left-foot,left,0,61.3,16.7,2630021,19,1117,57.6,11.6,38.7,0,38.7,83.3,27,1583,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
485,independiente,aucas,independiente,5,Yaimar Medina,block,assisted,12.4,26.7,0,left-foot,low-left,0,52.7,19.0,2630044,19,1106,26.7,12.4,47.3,0,47.3,81.0,27,1594,shot,10.3,30.1,0.0,30.1,10.3,0,0.0
486,independiente,aucas,independiente,5,Richard Schunke,post,corner,7.4,47.8,0,head,high,0,49.4,39.2,2630013,16,911,47.8,7.4,50.6,0,50.6,60.8,30,1789,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
487,independiente,aucas,independiente,5,Cristian Zabala,block,regular,26.7,32.0,0,left-foot,low-left,0,53.3,19.0,2630020,15,867,32.0,26.7,46.7,0,46.7,81.0,31,1833,shot,15.0,38.4,0.0,38.4,15.0,0,0.0
488,independiente,aucas,independiente,5,Renato Ibarra,save,assisted,11.1,39.5,0,right-foot,low-centre,0,48.8,17.1,2630009,10,590,39.5,11.1,51.2,0,51.2,82.9,36,2110,shot,2.3,46.8,0.0,46.8,2.3,0,0.0
489,independiente,aucas,independiente,5,Alexander Bolaños,save,regular,26.4,32.3,0,right-foot,low-right,0,47.8,8.9,2629986,9,530,32.3,26.4,52.2,0,52.2,91.1,37,2170,shot,1.0,49.5,0.0,49.5,1.0,0,0.0
490,independiente,aucas,independiente,5,Cristian Zabala,save,assisted,13.8,51.5,0,head,low-centre,0,48.6,18.4,2629985,9,502,51.5,13.8,51.4,0,51.4,81.6,37,2198,shot,1.2,49.3,0.0,49.3,1.2,0,0.0
491,nacional,cuenca,cuenca,5,Raúl Becerra,save,assisted,13.3,53.2,0,right-foot,low-left,0,53.6,10.1,2629437,90,5628,53.2,13.3,46.4,0,46.4,89.9,1,672,shot,0.90000000000001,50.4,0.0,50.4,0.90000000000001,0,4.0
492,nacional,cuenca,nacional,5,Jorge Ordóñez,save,assisted,22.9,37.3,0,right-foot,high-left,0,52.9,31.6,2629435,90,5493,37.3,22.9,47.1,0,47.1,68.4,1,807,shot,1.1,49.6,0.0,49.6,1.1,0,2.0
493,nacional,cuenca,nacional,5,Jonathan Borja,miss,assisted,27.9,33.1,0,right-foot,close-left,0,57.1,9.7,2629434,90,5470,33.1,27.9,42.9,0,42.9,90.3,1,830,shot,0.0,0.0,0.0,0.0,0.0,0,2.0
494,nacional,cuenca,cuenca,5,Luis Aldair Arroyo Cabeza,miss,assisted,4.2,61.0,0,head,right,0,40.5,2.8,2629427,86,5101,61.0,4.2,59.5,0,59.5,97.2,5,299,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
495,nacional,cuenca,nacional,5,Fidel Martínez,goal,corner,7.2,51.2,0,right-foot,low-left,0,53.9,3.8,2629377,74,4405,51.2,7.2,46.1,0,46.1,96.2,17,995,shot,0.0,0.0,0.0,0.0,0.0,regular,0.0
496,nacional,cuenca,nacional,5,Antony Chere,miss,corner,12.8,66.9,0,right-foot,left,0,62.5,9.7,2629402,74,4404,66.9,12.8,37.5,0,37.5,90.3,17,996,shot,6.6,50.7,0.0,50.7,6.6,0,0.0
497,nacional,cuenca,cuenca,5,Nazareno Romero,miss,assisted,10.6,34.5,0,right-foot,high-right,0,37.0,61.1,2629376,70,4198,34.5,10.6,63.0,0,63.0,38.9,21,1202,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
498,nacional,cuenca,nacional,5,Fidel Martínez,miss,regular,14.9,43.7,0,left-foot,close-right,0,42.7,19.4,2629375,65,3867,43.7,14.9,57.3,0,57.3,80.6,26,1533,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
499,nacional,cuenca,nacional,5,Byron Torrez,save,assisted,22.5,46.3,0,right-foot,low-left,0,54.4,9.5,2629371,61,3605,46.3,22.5,45.6,0,45.6,90.5,30,1795,shot,1.4,50.7,0.0,50.7,1.4,0,0.0
500,nacional,cuenca,nacional,5,Antony Chere,goal,assisted,8.2,47.7,0,head,low-right,0,47.0,8.9,2629369,56,3352,47.7,8.2,53.0,0,53.0,91.1,35,2048,shot,0.0,0.0,0.0,0.0,0.0,regular,0.0
501,nacional,cuenca,nacional,5,Anthony Bedoya Caicedo,miss,corner,7.9,63.0,0,head,close-right,0,42.2,33.3,2629367,55,3272,63.0,7.9,57.8,0,57.8,66.7,36,2128,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
502,nacional,cuenca,nacional,5,Jorge Ordóñez,block,assisted,8.5,24.2,0,left-foot,low-left,0,54.7,19.0,2629360,50,2940,24.2,8.5,45.3,0,45.3,81.0,41,2460,shot,6.2,30.0,0.0,30.0,6.2,0,0.0
503,nacional,cuenca,nacional,5,Anthony Bedoya Caicedo,miss,set-piece,9.7,56.7,0,head,close-right,0,42.0,27.8,2629366,48,2835,56.7,9.7,58.0,0,58.0,72.2,43,2565,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
504,nacional,cuenca,nacional,5,Antony Chere,miss,corner,6.3,43.9,0,head,close-left,0,57.3,18.1,2626279,45,2710,43.9,6.3,42.7,0,42.7,81.9,1,2690,shot,0.0,0.0,0.0,0.0,0.0,0,1.0
505,nacional,cuenca,nacional,5,Kevin Peralta,miss,corner,8.2,32.8,0,head,close-left,0,58.0,11.1,2626278,45,2709,32.8,8.2,42.0,0,42.0,88.9,1,2691,shot,2.4,43.7,0.0,43.7,2.4,0,1.0
506,nacional,cuenca,cuenca,5,Pablo Daniel Magnin,save,assisted,9.5,34.4,0,left-foot,low-centre,0,48.8,19.0,2626237,36,2112,34.4,9.5,51.2,0,51.2,81.0,10,588,shot,1.1,46.9,0.0,46.9,1.1,0,0.0
507,nacional,cuenca,nacional,5,Daniel Patino,miss,assisted,28.2,61.1,0,right-foot,high-right,0,42.5,68.1,2626233,35,2047,61.1,28.2,57.5,0,57.5,31.9,11,653,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
508,nacional,cuenca,cuenca,5,Luis Aldair Arroyo Cabeza,block,assisted,14.5,61.7,0,left-foot,low-right,0,47.7,19.0,2626160,20,1191,61.7,14.5,52.3,0,52.3,81.0,26,1509,shot,11.8,59.9,0.0,59.9,11.8,0,0.0
509,nacional,cuenca,nacional,5,Tomson Minda,miss,assisted,7.9,45.9,0,left-foot,close-high,0,44.5,56.9,2626156,19,1130,45.9,7.9,55.5,0,55.5,43.1,27,1570,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
510,nacional,cuenca,cuenca,5,Danny Luna,miss,free-kick,21.8,70.3,0,left-foot,close-high-right,0,42.9,58.3,2626153,19,1096,70.3,21.8,57.1,0,57.1,41.7,27,1604,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
511,nacional,cuenca,cuenca,5,Guillermo Fratta,goal,set-piece,4.2,58.9,0,right-foot,low-right,0,45.9,13.3,2626146,14,795,58.9,4.2,54.1,0,54.1,86.7,32,1905,shot,0.0,0.0,0.0,0.0,0.0,regular,0.0
512,nacional,cuenca,cuenca,5,Luis Aldair Arroyo Cabeza,miss,set-piece,5.6,42.8,0,head,right,0,40.5,18.1,2626151,14,792,42.8,5.6,59.5,0,59.5,81.9,32,1908,shot,1.9,57.8,0.0,57.8,1.9,0,0.0
513,nacional,cuenca,nacional,5,Eddy Mejía,block,regular,18.5,24.7,0,right-foot,low-left,0,53.8,19.0,2626114,2,107,24.7,18.5,46.2,0,46.2,81.0,44,2593,shot,16.3,27.2,0.0,27.2,16.3,0,0.0
514,orense,emelec,orense,5,Dany Coronel,miss,set-piece,11.7,39.9,0,right-foot,right,0,38.7,5.6,2633563,90,6021,39.9,11.7,61.3,0,61.3,94.4,1,279,shot,6.3,52.5,0.0,52.5,6.3,0,11.0
515,orense,emelec,orense,5,Cristian Barros,miss,regular,34.9,52.4,0,right-foot,right,0,39.3,34.7,2633562,90,5852,52.4,34.9,60.7,0,60.7,65.3,1,448,shot,0.0,0.0,0.0,0.0,0.0,0,8.0
516,orense,emelec,orense,5,Walter Agustin Herrera,goal,penalty,11.5,50.0,0,right-foot,low-right,0,46.9,8.9,2633561,90,5776,50.0,11.5,53.1,0,53.1,91.1,1,524,shot,0.0,0.0,0.0,0.0,0.0,penalty,7.0
517,orense,emelec,emelec,5,Aníbal Leguizamón,block,free-kick,24.0,31.0,0,right-foot,low-centre,0,51.5,19.0,2633559,90,5367,31.0,24.0,48.5,0,48.5,81.0,1,33,shot,18.0,35.4,0.0,35.4,18.0,0,0.0
518,orense,emelec,orense,5,Walter Agustin Herrera,save,assisted,7.7,55.2,0,head,high-centre,0,50.6,24.1,2633558,87,5206,55.2,7.7,49.4,0,49.4,75.9,4,194,shot,1.4,50.5,0.0,50.5,1.4,0,0.0
519,orense,emelec,emelec,5,Jaime Ayoví,block,assisted,13.0,56.8,0,left-foot,low-centre,0,51.2,19.0,2633557,86,5106,56.8,13.0,48.8,0,48.8,81.0,5,294,shot,11.6,56.0,0.0,56.0,11.6,0,0.0
520,orense,emelec,emelec,5,Jaime Ayoví,post,assisted,9.2,43.6,0,right-foot,high,0,47.5,39.2,2633555,81,4806,43.6,9.2,52.5,0,52.5,60.8,10,594,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
521,orense,emelec,emelec,5,Jaime Ayoví,block,assisted,21.6,58.1,0,right-foot,low-centre,0,49.2,19.0,2633553,79,4681,58.1,21.6,50.8,0,50.8,81.0,12,719,shot,13.7,55.4,0.0,55.4,13.7,0,0.0
522,orense,emelec,emelec,5,Rodrigo Rivero,block,assisted,18.3,68.7,0,left-foot,low-centre,0,49.6,19.0,2633556,73,4320,68.7,18.3,50.4,0,50.4,81.0,18,1080,shot,15.1,65.5,0.0,65.5,15.1,0,0.0
523,orense,emelec,orense,5,José Andrade,block,assisted,9.2,63.2,0,right-foot,low-centre,0,49.4,19.0,2633554,66,3941,63.2,9.2,50.6,0,50.6,81.0,25,1459,shot,7.5,60.8,0.0,60.8,7.5,0,0.0
524,orense,emelec,emelec,5,Washington Corozo,miss,assisted,31.5,41.7,0,right-foot,right,0,39.5,13.9,2633552,61,3612,41.7,31.5,60.5,0,60.5,86.1,30,1788,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
525,orense,emelec,orense,5,Richard Calderón,miss,assisted,33.4,66.2,0,right-foot,left,0,62.2,26.4,2633550,60,3572,66.2,33.4,37.8,0,37.8,73.6,31,1828,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
526,orense,emelec,orense,5,Pedro Velasco,miss,set-piece,8.9,53.6,0,head,high-left,0,63.5,54.2,2633549,56,3326,53.6,8.9,36.5,0,36.5,45.8,35,2074,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
527,orense,emelec,orense,5,Dany Coronel,block,assisted,30.6,37.2,0,right-foot,low-left,0,52.4,19.0,2633551,54,3225,37.2,30.6,47.6,0,47.6,81.0,37,2175,shot,20.1,40.8,0.0,40.8,20.1,0,0.0
528,orense,emelec,orense,5,Dany Coronel,post,assisted,6.0,53.2,0,head,right,0,44.7,10.8,2633548,49,2902,53.2,6.0,55.3,0,55.3,89.2,42,2498,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
529,orense,emelec,orense,5,Yeltzin Erique,miss,assisted,23.1,38.4,0,left-foot,left,0,61.8,8.3,2633545,45,2771,38.4,23.1,38.2,0,38.2,91.7,1,2629,shot,0.0,0.0,0.0,0.0,0.0,0,2.0
530,orense,emelec,emelec,5,Jhon Sánchez,save,assisted,23.4,37.6,0,right-foot,low-centre,0,51.3,14.6,2633544,45,2675,37.6,23.4,48.7,0,48.7,85.4,1,25,shot,1.9,48.9,0.0,48.9,1.9,0,0.0
531,orense,emelec,orense,5,Robert Burbano,miss,regular,27.5,49.7,0,right-foot,high-right,0,42.4,66.7,2633543,44,2632,49.7,27.5,57.6,0,57.6,33.3,2,68,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
532,orense,emelec,emelec,5,Marcelo Meli,save,assisted,32.5,62.9,0,right-foot,low-centre,0,50.8,1.3,2633523,43,2543,62.9,32.5,49.2,0,49.2,98.7,3,157,shot,1.0,53.1,0.0,53.1,1.0,0,0.0
533,orense,emelec,emelec,5,Washington Corozo,block,assisted,21.5,47.6,0,right-foot,low-centre,0,49.5,19.0,2633542,42,2494,47.6,21.5,50.5,0,50.5,81.0,4,206,shot,17.1,48.2,0.0,48.2,17.1,0,0.0
534,orense,emelec,orense,5,Bryan Quinonez,miss,corner,9.1,48.9,0,right-foot,high-left,0,65.2,45.8,2633521,40,2368,48.9,9.1,34.8,0,34.8,54.2,6,332,shot,0.0,0.0,0.0,0.0,0.0,0,0.0
535,orense,emelec,orense,5,Walter Agustin Herrera,block,assisted,10.0,29.7,0,left-foot,low-left,0,52.4,19.0,2633541,36,2141,29.7,10.0,47.6,0,47.6,81.0,10,559,shot,7.7,33.8,0.0,33.8,7.7,0,0.0
536,orense,emelec,orense,5,Walter Agustin Herrera,save,assisted,8.8,46.7,0,head,high-centre,0,50.1,27.8,2633520,36,2108,46.7,8.8,49.9,0,49.9,72.2,10,592,shot,1.0,48.6,0.0,48.6,1.0,0,0.0
537,orense,emelec,orense,5,Agustin Maziero,miss,assisted,14.7,58.6,0,head,right,0,31.4,12.5,2633546,36,2101,58.6,14.7,68.6,0,68.6,87.5,10,599,shot,6.8,68.4,0.0,68.4,6.8,0,0.0
538,orense,emelec,emelec,5,Juan Ruiz Gómez,block,assisted,16.8,52.2,0,right-foot,low-centre,0,50.9,19.0,2633519,34,1993,52.2,16.8,49.1,0,49.1,81.0,12,707,shot,15.7,52.0,0.0,52.0,15.7,0,0.0
